id,gender,car_owner,propert_owner,children,income,type_income,education,marital_status,housing_type,age,days_employed,mobile_phone,work_phone,phone,email_id,type_occupation,family_members
5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,42,18,1,0,0,0,Laborers,2
5143515,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,1000,1,0,0,0,Unknown,1
5018461,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,55,22,1,0,1,0,Unknown,3
5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,25,6,1,0,0,0,High skill tech staff,3
5148897,M,N,Y,0,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,1000,1,0,1,0,Unknown,2
5025047,F,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,32,10,1,1,1,0,Unknown,5
5092164,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,55,1000,1,0,1,0,Unknown,1
5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,33,0,1,0,1,0,Unknown,3
5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,32,12,1,0,0,0,Laborers,2
5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,43,12,1,1,1,0,Core staff,3
5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,32,1,1,0,0,0,Drivers,4
5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,39,10,1,0,0,0,Core staff,3
5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,31,6,1,0,0,1,Accountants,2
5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,31,3,1,0,0,0,Managers,3
5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,14,1,1,1,0,Drivers,3
5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,31,1,1,0,0,0,Security staff,1
5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,32,2,1,1,1,1,Laborers,2
5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,29,5,1,0,0,0,Core staff,4
5092332,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,68,1000,1,0,1,0,Unknown,1
5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,39,17,1,0,1,0,Medicine staff,1
5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,44,2,1,0,1,0,Laborers,2
5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,38,0,1,0,1,1,Sales staff,2
5046036,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58,1000,1,0,0,0,Unknown,2
5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,43,13,1,1,1,0,Private service staff,2
5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,39,6,1,0,0,1,Core staff,3
5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,26,3,1,0,0,1,Sales staff,2
5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,40,12,1,1,1,0,Laborers,2
5113854,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,41,22,1,1,0,0,Laborers,1
5126612,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,55,1000,1,0,1,0,Unknown,1
5132264,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,42,5,1,0,1,0,Laborers,2
5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,46,13,1,0,0,0,Medicine staff,4
5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35,2,1,0,0,0,Core staff,1
5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,38,3,1,0,0,1,Laborers,1
5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37,17,1,0,1,0,Medicine staff,4
5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,24,2,1,0,0,1,Sales staff,2
5025020,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,1000,1,0,0,0,Unknown,2
5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,53,14,1,1,0,0,Medicine staff,2
5095324,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62,1000,1,0,1,0,Unknown,1
5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,41,0,1,0,0,0,Accountants,3
5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,47,15,1,0,0,0,Managers,1
5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,26,1,1,0,1,1,Unknown,1
5088836,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,34,10,1,0,0,1,Accountants,2
5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,57,13,1,0,0,0,Core staff,2
5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,64,1000,1,0,0,1,Unknown,1
5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,47,8,1,0,0,0,Medicine staff,1
5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56,25,1,0,1,0,Core staff,2
5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,39,4,1,0,0,0,Core staff,2
5067419,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,1000,1,0,0,0,Unknown,2
5041307,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,1000,1,0,1,0,Unknown,2
5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,53,5,1,1,0,0,Cleaning staff,1
5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27,2,1,0,0,0,Laborers,1
5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,44,26,1,0,0,1,Managers,2
5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,27,5,1,0,0,0,Unknown,2
5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,41,3,1,0,0,0,Core staff,2
5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28,3,1,0,0,0,Managers,2
5092436,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,54,1000,1,0,1,0,Unknown,2
5022243,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,41,22,1,0,0,1,High skill tech staff,2
5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,40,6,1,0,0,0,Core staff,2
5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,48,5,1,0,0,0,Drivers,3
5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33,2,1,0,0,0,Laborers,4
5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34,6,1,0,0,0,High skill tech staff,3
5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,40,7,1,1,1,0,Unknown,2
5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29,3,1,1,0,0,Laborers,4
5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,54,0,1,0,1,0,Laborers,2
5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,28,2,1,0,0,1,Sales staff,2
5065820,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,42,6,1,0,0,0,Laborers,3
5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,42,6,1,0,0,1,Secretaries,4
5097134,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,31,6,1,1,1,0,Drivers,2
5097106,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,57,31,1,0,1,0,Unknown,2
5099877,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,1000,1,0,1,0,Unknown,2
5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,54,2,1,1,1,0,Core staff,2
5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,37,8,1,0,0,0,Managers,2
5010412,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,1000,1,0,0,0,Unknown,2
5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,3,1,0,0,0,Unknown,2
5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,59,1,1,0,0,0,Security staff,2
5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,43,10,1,0,0,0,Laborers,4
5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,46,3,1,0,0,1,Laborers,3
5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,40,8,1,1,0,0,Unknown,2
5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,33,0,1,0,1,0,Medicine staff,2
5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,43,0,1,0,1,0,Laborers,1
5125471,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,47,4,1,0,0,0,Unknown,3
5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27,0,1,0,0,0,Drivers,3
5042097,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,39,11,1,0,1,0,Unknown,2
5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,47,3,1,0,0,1,Managers,2
5089137,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,38,14,1,0,1,0,Unknown,2
5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57,3,1,0,1,0,Laborers,2
5112833,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,36,2,1,0,1,1,Sales staff,2
5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,45,8,1,1,0,0,Laborers,4
5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40,1,1,0,0,0,Unknown,1
5089269,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,4,1,1,0,0,Cleaning staff,1
5061207,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,48,4,1,0,0,0,Drivers,15
5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,26,8,1,0,0,1,Laborers,2
5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,11,1,0,0,0,Managers,2
5113406,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,29,1,1,0,0,1,Sales staff,1
5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,32,0,1,0,1,0,Sales staff,2
5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,12,1,0,0,0,Laborers,2
5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,49,3,1,0,0,0,Laborers,2
5024586,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,33,3,1,0,0,0,Managers,4
5090701,F,N,N,0,594000.0,Pensioner,Higher education,Single / not married,Municipal apartment,47,1000,1,0,0,0,Unknown,1
5091929,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,49,1,1,0,0,0,Unknown,2
5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,47,3,1,0,0,0,Core staff,2
5114114,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,46,1,1,0,1,0,Security staff,1
5142579,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,56,7,1,0,0,0,Unknown,2
5046035,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58,1000,1,0,0,0,Unknown,2
5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49,11,1,1,0,0,Drivers,2
5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,34,9,1,0,0,0,Unknown,3
5009790,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60,1000,1,0,1,0,Unknown,1
5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,7,1,0,0,0,Laborers,2
5092287,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,60,1000,1,0,0,0,Unknown,2
5105743,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,42,18,1,1,1,0,High skill tech staff,4
5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,32,7,1,0,0,0,Unknown,3
5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,43,6,1,1,1,0,Managers,3
5024352,M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,45,4,1,0,0,0,Drivers,2
5100027,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,52,31,1,0,0,0,Medicine staff,2
5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,37,14,1,0,0,0,Laborers,2
5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,29,3,1,0,0,0,Managers,2
5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,55,8,1,1,1,0,Managers,2
5092265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48,0,1,0,0,0,Security staff,2
5143319,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,1000,1,0,0,0,Unknown,2
5114354,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,26,8,1,1,0,0,Unknown,2
5117248,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,6,1,0,0,0,Laborers,4
5024386,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,36,3,1,0,0,0,Sales staff,2
5026178,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52,21,1,1,0,0,Laborers,2
5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,32,8,1,0,1,0,Unknown,4
5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,31,2,1,1,1,1,High skill tech staff,2
5053872,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,31,5,1,0,0,0,Unknown,3
5091735,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40,5,1,0,0,0,Sales staff,1
5105791,M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,24,4,1,1,0,0,Laborers,1
5125928,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,32,1,1,0,0,0,Laborers,3
5115662,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,43,6,1,0,1,0,Sales staff,1
5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,36,2,1,0,0,0,Drivers,4
5136029,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,53,6,1,0,0,0,Laborers,2
5037157,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,1000,1,0,1,0,Unknown,2
5046531,M,Y,N,0,202500.0,Pensioner,Higher education,Married,House / apartment,55,1000,1,0,0,0,Unknown,2
5023177,F,N,Y,1,337500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48,12,1,1,1,0,Laborers,3
5021967,F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,32,3,1,0,0,0,Sales staff,3
5135530,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,1000,1,0,0,0,Unknown,2
5146534,F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,41,3,1,0,0,0,Core staff,3
5126101,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,1000,1,0,1,0,Unknown,2
5088161,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35,2,1,0,0,0,Core staff,1
5100394,M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,10,1,0,0,0,Core staff,3
5079035,F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,61,1000,1,0,0,0,Unknown,2
5095631,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,30,0,1,0,0,0,Drivers,3
5113647,F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,33,0,1,0,0,1,Managers,2
5046336,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,27,2,1,1,0,0,Accountants,3
5028781,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,43,8,1,0,0,0,Unknown,2
5125730,F,Y,Y,1,119700.0,Working,Higher education,Married,House / apartment,35,9,1,0,1,0,Unknown,3
5023724,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,28,0,1,0,1,0,Laborers,3
5116369,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,53,9,1,0,0,0,Drivers,2
5062214,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,36,3,1,0,0,0,Accountants,4
5009023,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,42,8,1,0,0,1,Unknown,4
5029191,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,42,8,1,0,0,0,Sales staff,2
5028946,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,47,0,1,0,0,0,Unknown,2
5068470,F,N,N,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,1,1,0,0,0,Medicine staff,3
5045828,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,61,1000,1,0,0,0,Unknown,2
5095930,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,1000,1,0,1,0,Unknown,2
5090049,F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,43,0,1,1,1,0,Laborers,2
5067730,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,28,7,1,1,1,0,Managers,3
5092239,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,56,6,1,0,0,0,Unknown,2
5105560,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,46,12,1,0,0,1,Sales staff,2
5099914,F,N,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,27,4,1,1,1,0,Sales staff,4
5053032,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,1000,1,0,0,0,Unknown,2
5150038,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,35,4,1,0,0,0,Drivers,1
5053678,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33,3,1,0,1,0,High skill tech staff,1
5087538,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27,5,1,0,1,0,Laborers,1
5050440,F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House / apartment,35,7,1,0,0,0,Unknown,3
5096670,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,58,1000,1,0,1,0,Unknown,1
5061611,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,31,2,1,0,1,0,Drivers,3
5065342,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,1000,1,0,1,0,Unknown,2
5041066,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,47,5,1,0,0,0,Sales staff,1
5105819,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,32,1,1,0,0,0,Managers,4
5135460,F,N,Y,3,37800.0,Pensioner,Secondary / secondary special,Married,House / apartment,35,1000,1,0,0,0,Unknown,5
5009319,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,1000,1,0,1,1,Unknown,2
5091006,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,8,1,0,0,0,Laborers,2
5050852,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,25,4,1,0,0,0,High skill tech staff,1
5117202,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37,0,1,0,0,0,Sales staff,1
5074739,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,36,10,1,0,0,0,Core staff,3
5009472,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,53,27,1,1,1,0,Unknown,2
5135378,F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55,13,1,0,0,0,Sales staff,2
5135489,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28,9,1,0,0,0,Laborers,4
5067016,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,27,1,1,0,0,0,Drivers,1
5024097,F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,32,14,1,1,0,0,Core staff,1
5008865,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,43,8,1,0,0,0,Laborers,4
5116640,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,43,2,1,0,0,1,Unknown,3
5089770,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,6,1,1,0,0,Laborers,4
5009118,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1,1,0,0,0,Unknown,1
5042296,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,41,5,1,1,1,0,Drivers,3
5010185,M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,46,18,1,0,1,0,Laborers,2
5090509,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,29,0,1,0,0,0,Managers,2
5113006,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,53,6,1,0,0,0,Laborers,3
5026368,M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,37,14,1,1,1,0,Unknown,3
5095905,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,42,4,1,0,0,0,Core staff,1
5113440,F,N,Y,0,207000.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,6,1,0,0,0,Cooking staff,1
5069289,F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,40,9,1,0,0,0,Core staff,2
5135938,F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,42,10,1,0,0,0,Sales staff,4
5118026,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,8,1,0,1,0,High skill tech staff,2
5053524,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,40,6,1,0,1,0,Managers,2
5010567,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,27,4,1,0,0,1,Sales staff,2
5046003,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,41,9,1,0,1,0,Private service staff,2
5118225,M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,57,8,1,0,0,0,Laborers,2
5036187,F,Y,Y,1,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,1000,1,0,1,0,Unknown,3
5050635,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,37,8,1,0,0,0,Managers,2
5067444,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,1000,1,0,0,0,Unknown,2
5088805,M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,37,10,1,1,1,0,High skill tech staff,2
5117331,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41,6,1,0,1,0,Sales staff,1
5045113,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57,1000,1,0,0,0,Unknown,1
5067281,M,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,7,1,0,0,0,Unknown,3
5137385,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63,1000,1,0,1,0,Unknown,2
5066832,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,59,1000,1,0,0,0,Unknown,2
5041520,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,44,2,1,1,1,0,Unknown,1
5023092,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,46,11,1,0,0,0,Laborers,1
5079016,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,27,2,1,0,0,0,Managers,4
5035682,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45,22,1,0,0,0,Laborers,2
5139761,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,64,20,1,0,0,0,Laborers,2
5041681,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,42,1000,1,0,1,0,Unknown,2
5033906,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,50,1000,1,0,0,0,Unknown,2
5029251,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,38,11,1,1,0,0,Laborers,2
5091824,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40,16,1,0,0,0,Laborers,1
5132569,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,3,1,0,1,0,Sales staff,3
5021490,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,29,1,1,0,1,0,Sales staff,1
5035859,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,58,6,1,0,0,0,Accountants,1
5022025,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27,4,1,0,0,0,Unknown,1
5116613,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,32,9,1,0,0,0,Unknown,2
5115884,F,N,Y,0,54000.0,Pensioner,Higher education,Married,House / apartment,67,1000,1,0,0,0,Unknown,2
5010303,F,N,Y,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55,17,1,1,1,0,Unknown,2
5142496,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,42,7,1,0,0,0,Private service staff,3
5046398,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66,1000,1,0,0,0,Unknown,1
5125585,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,1000,1,0,1,0,Unknown,2
5113302,M,N,Y,1,180000.0,Working,Higher education,Married,With parents,42,4,1,0,0,0,Cooking staff,3
